categoria,review
-1,ficou horrivel pra pagar boletos.nao consigo pagar mais com essa versão. sem falar que agora tudo que abro vai la no aplicativo do banco
-1,"Quem será o gênio que projetou a última atualização? Ficou muito, muito ruim."
-1,"Fora o quão confuso o app é agora, o que me deixou muito irritado mesmo é o fato de que não consigo resgatar dinheiro da poupança sem baixar outro aplicativo. Isso é ridículo. Se eu não posso fazer resgate dos investimentos que faço, nem coloque aba de investimentos no app, indique logo o outro aplicativo. Assim não passamos raiva com uma escolha que, na verdade, na verdade, nunca tivemos."
-1,"não gostei,nao sei usar,ta difícil, não acho saldos, extratos,af"
-1,"O login por biometria parece ter sido melhorado, nesta versão. O bug era muito chato, dando erro que fazia você desistir de usar a digital, de tão chato. Espero que as próximas versões não detonem de novo, essa função."
-1,"Não consegui cadastra minha senha. E ainda por cima disse que minha senha bloqueio ,ô raiva"
-1,Dificilmente acesso minha conta pelo computador depois de descobrir este APP! Da um banho nos concorrentes! Parabéns!
-1,"Não vou dá 5 estrelas pois, vai q acontece alguma coisa de errado . Fiz minha conta a uma semana e o cartão já chegou ."
-1,"muito ruim para navegar, poderia ser mais organizado"
-1,É uma disgraça de ruim
-1,Muito ruim o limite de pagamento e transferência. Obrigando agente ir no banco. Só serve pra pagar contas pequena
-1,"Não dar pra ver os extrato da conta salário, nunca vi isso. Aplicativo horrível o da Caixa econômica federal bate de 10 a 0"
-1,"edit: a atualização desse App ficou horrível! Demora carregar, e vez por outra preciso desinstalar e reinstalar p funcionar. **sobre o App antigo*** Super prático. Facilita muito . Uso o banco apenas p sacar, o restante faço td pelo App."
-1,"Não atendeu a minha expectativa que seriam abrir uma conta só dar erros o tempo todo, mesmo desinstalado é estalando de novo acontece o mesmo erro."
-1,"Não está prestando para habilitar o bb code no s7, fica dando erros"
-1,pessima.nao consequi abrir para pagamento. horrivel para pagamentos
-1,Tá muito ruim não instala.
-1,Estamos emmmmm 2015. Que aplicativo e esse desing feio. Travando. Banco do Brasil deveria rever.
-1,"Informações financeiras não aparecem mais , reclamei e não resolveram o erro. Penso que a falta de solução para o problema se deve, em grande parte, ao atendente, que em 25 minutos ao telefone não conseguiu registrar adequadamente a reclamação."
-1,"Porém, sempre dá erro na hora de reabri-lo... Nada que atrapalhe muito"
-1,Horrível esse banco esta kd vez pior
-1,"Muito ruim! Não memoriza informações, cheio de travas desnecessárias. Usem o App do Itaú como referência"
-1,Muito ruim essa versão não consigo entrar de jeito nenhum
-1,"Essa bosta não serve pra nada , o. Banco com a conta salário mais lixo de todos os tempos ."
-1,"Não emite recibo de jeito algum no meu cell fica aparecendo mensagem (aguarde o recibo ser gerado) mil anos sendo q o recibo ja ta na tela pra gente ver, fico esperando muito tempo e nada! Um saco isso."
-1,Atualização péssima Meu app ta acessando a conta de outras pessoas. Horrível!
-1,"gostava mais da versão antiga,essa não faz as transações que desejo e quando consigo levo um tempão para isso,muitas vezes tenho que ir até uma agência por não consegui fazer um pagamento de boleto no App,transferência é um tormento ficar tentando e quando vem a mensagem não foi possível fazer a transação.por favor aprimorem o app,pois tá difícil desse jeito"
-1,Meu cpf só dá invalido não entendo!! Já estou de saco cheio de tantos problemas!
-1,"muito ruim, nao tem opcao nenhuma! pessimo!"
-1,horrível. arualizei e não abre mais.
-1,Ridículo esse App. tentei abrir uma conta e ele informa que não está diponivel para o meu CPF. será se porque eu sou idosa. o Banco do Brasil está fazendo acepção de pessoas? nota zero!
-1,esse novo aplicativo é muito bom só que está difícil para entender
-1,"Está muito ruim , atualizado fico ruim"
-1,Só dar erro... não consigo entrar!
-1,Decepcionado com o seu posicionamento frente ao pedido de retirada da propaganda. Vamos todos abrir reclamação no consumidor.gov que eles terão de dar uma explicação a cada um.
-1,"pessima, sempre da erro ao tentar abrir uma conta !"
-1,o aplicativo ficou um lixo não tem a função convênio e boleto como vou pagar minhas contas que recebo pôr e-mail quando vou colar a fatura eu não acho prá mim ficou horrível
-1,Era até bom mas agora só dar erro no servidor aí não consigo acessar
-1,"boa noite, nessa nova versão não tenho acesso a minha conta salário, que inclusive era o único motivo para ter o app, pois não uso a conta corrente. agora ficou difícil"
-1,"No Android seja qual for aparelho, durante dia e muito ruim acesso, não entra, dar erro, extremamente lento. Só fica normal umas 06 da manhã"
-1,"Leitor do cód. De barras é horrível. O app fica indisponível diversas vezes no mês, prejudicando o pagamento de contas. Não sei o que vcs fizeram nesta última atualização, mais ficou muito ruim. O da CEF da uma surra em vcs."
-1,horrível. a versão anterior era excelente para mim!
-1,"Uma bosta..... Na moral tenho um financiamento que cai todo mês na mesma data e o app não coloca em ""lançamentos futuros"" nunca, então não serve pra nada simples assim...."
-1,"Coloca a senha, quando está no 3g ou 4g e fica rodando meia hora, para depois dizer que deu erro, não abre de jeito nenhum!"
-1,Odiei...usava bem e desde
-1,Muito ruim não faz transferência fica dando erro.
-1,Detestei o que fizeram com app!! So ta me atrasando.. eu fazia tudo pelo app agora nao consigo fazer mais nada!!!
-1,Nunca vi tão ruim pra ficar pior tem q melhorar muito....
-1,O aplicativo não abre fica dando erro . E isso começou hoje pq estava abrindo
-1,Muito bom. Facilita demais minha vida!... Só é ruim a gente ainda ter q ir na agência p desbloquear algumas funções do app.
-1,"App era ótimo até a última atualização. Durante operação de transferência ele sempre fecha e demorar muito para abrir. Não funciona no Galaxy S9+. Bem chateado, pois o App funcionava muito bem. Time Dev do BB, já sobe novo release pq essa versão tá bugada."
-1,"Muita burocracia desnecessária, após trava toda hora, horrível esse banco !"
-1,Simplesmente este app esconde os valores . Não se consegue ler os registros numéricos da movimentação do cartão de crédito . Muito ruiml!
-1,"Completamente instável, mensagens de erro são constantes, complicado usar um app tão ruim!"
-1,Horrivel. Trava muito e funciona a hora que quer.
-1,Não dei 5 estrelas porque é meio mal organizado as aplicações dele
-1,"As vezes dá erro, mas pra ver saldo e extrato ajuda muito!!!"
-1,Mas esse negócio de pedir autorização via SMS eh meio ruim. Deveria ser um codigo.
-1,"Está nova versão não está reconhecendo meu celular, horrível! Achei muito feio o formato também, como podem piorar ao invés de melhorar"
-1,horrivel. eu fui abrir uma conta e tive que ficar advinhando oque era pra colocar em cada passo do cadastro
-1,"Horrível para fazer pagamentos, lê o código de barras e quando quero finalizar o pagamento dá erro!!!!"
-1,"Era execelente! Agora esta horrivel! Nota zero para a atualizacao! Por favor, retirem essa atualizacao!"
-1,vale nada essa merda vou parti pra outro banco pedindo senha aqui nada n cofere
-1,essa nova verçao esta horrivel
-1,Uma droga... Como o (0800) e os demais atendimentos!!!
-1,Estou tentando me tornar cliente e não consigo acessar essa opção no aplicativo. Não sai dessa tela! Horrível
-1,"Sou cliente Itaú e a dois meses sou cliente BB, a diferença entre a qualidade e estabilidade dos aplicativos é gritante , aconselho que os responsáveis pelo aplicativo Banco do Brasil de uma olhada na concorrência! tento abrir um simples boleto no app para pagar ele nao da continuidade, copio o código de barras ele nao reconhece da erro! coisas rotineiras , isso nao pode acontecer! fica a dica!"
-1,Ta muito ruim... Ta travando toda hora.. e antes n tava ruim assim..tá uma bosta
-1,Esta uma merda não consigo loga mas pora nenguma da usuario nao autorisado esto e uma bosta
-1,"O aplicativo é muito bom, porém estou tendo problemas para fazer pagamentos por conta do limite de pagamento diário, isso é um saco já que cada dia há um limite diferente."
-1,"Faço tudo que preciso com ele, sem dificuldade!"
-1,"Banco do Brasil, não estou conseguindo fazer a senha da erro. .. Me ajude"
-1,"Ficou horrível, mexeram só por mexer."
-1,Acada dia ta ficando Mais Ruim O Aplicativo Era Bom a Verção Antiga
-1,"Não consigo abrir conta, só dá erro 😏"
-1,Uma bosta baixei e so aparece pra abrir conta se eu ja tenho eu so queria asesar minha conta
-1,"App muito ruim, trava mt, acontece erros e fecha sozinho, as vezes não entra dependendo do Wi-Fi, designe feio e difícil de mexer, deveriam tentar fazer algo parecido dos Apps da NuBank e do Digio, que são bem mais práticos"
-1,FDP de atualização . não funciona essa porra !
-1,"O aplicativo não funciona da maneira devida, estou há 1 semana tentando abrir a conta para faculdade e esta dando erro, eu tenho que abrir isso por motivos da facul e vou ter que voltar na minha cidade, bem, que é longe e durante os dias letívos, pq o APP apresenta um trabalho ridículo na sua função básica"
-1,Este app e horrível. E muito complicado o acesso. Ja abri chamados e nao tive retorno a mais de 1 mês. O do Santander e perfeito! Super fácil e faço tudo pelo celular.
-1,"Horrível! Nada que tento fazer funciona, só apatece conta privativa. Só passo raiva."
-1,"Não gostei! O leitor de digital é ruim, desconfigura toda vez q ele não reconhece a impressão!"
-1,"Gente que difícil, tenho 2 contas e não consigo colocar nomes diferentes nelas será que dá p entender que são 2 contas diferentes para a mesma pessoa, mas que quero e preciso colocar nomes diferentes. Deveria ser fácil algo como isso."
-1,"Horrível Não bar para acessar, sempre aparec5um erro NDC péssimo"
-1,Experiência horrível assim como o banco
-1,"Chega em 10% e da erro. N tá mais baixando. Já fazem dois dias que tento e n consigo. Se eu conseguir, faço outra avaliação. Mas por enquanto tá uma porcaria."
-1,Bloqueou minha senha. Fica falando de senha facil deduçao . se eu cadastrei no banco porque ele enche o saco aqui no app. ? Banco do brasil sempre da esses vacilo. .
-1,"destruíram o que era ótimo, horrível essa nova versão!!!!!!!!!!! Voltem rapido a versão anterior, usava o controle de gastos, lançava tudo certinho hj não tem mais a função, horrível!!!!!!!!!!!!"
-1,"horrível, não consigo nem acessar o aplicativo todo dia fica me pedindo para trocar senha, e fora que até os boletos estão atrasados porque não consigo puxar a fatura. CONSERTEM ISSO!"
-1,"Muito lento, fecha do nada,da problemas no servidor, muitas as vezes da problemas de erro e não carrega o saldo, da erro de comunicação, pra fazer um Ted tem que tentar umas cinco vezes pq o aplicativo fecha do nada,enfim só uso porque tenho conta no banco do Brasil, mas breve pretendo sair,"
-1,Essa merda nao funciona e ninguem faz nada
-1,"Muito bom , mais quando atualizei o aplicativo ele bloqueou minha conta isso ficou chato , agora tenho que ir ao banco ou terminal para desbloquear ."
-1,Estou a 15 dias tentando abrir uma conta nessa droga e só da sistema indisponível!
-1,"O app está pessimo não consigo acessar minha conta estou desde o inicio da manhã tentando e nada, ja atualizei tudo o possível e nada e por incrivel que pareça está praticamente impossível acessar a conta.. Por favor ajeitem isso .. Um app que é pra facilitar a vida do cliente está causando transtorno, isso é Chato.."
-1,depois que atualizou achei ruim
-1,"Sempre dá erro ao abrir, mas na segunda tentativa funciona normalmente. Muito útil, resolvo tudo q preciso através dele, só vou no banco pra sacar dinheiro."
-1,"Pior aplicativo, pior Atendimento pior banco, não tem nada de facilidade. Extremamente insatisfeita com tudo 😠"
-1,Pessimo aplicativo nada funciona Já usei aplicativos de outros bancos como Santander que eles fazem de tudo para deixar a vida do cliente mais facil. Agora esse do bb é horrivel quando vc mais precisa dele não funciona e o pior é que se ele da problema voce não consegue fazer nada pelo computador tambem por conta da merda do bb code. Lixo
-1,Depois da última atualização não funciona mais. Estou passando raiva.
-1,"É muita reclamação junta!!! Ninguém ai no BB fara nada? Vamos trocar de banco!!! Pessimo, ficou burocrático demais, da muito erros, nada funciona, reclamei para minha agência desta situacao.Para que simplificar se podemos complicar ne??? Este ebo pensamento de quem fez este lixo !!!"
-1,As vezes ele não mostra saldo e é muito frustrante vc ter todo o trabalho de digitar os números para pagar um boleto e o App vem e fecha sozinho! Nota 6
-1,não consigo abrir a parte dis cartões que o aplicativo fecha. ja desisntalei e instalei e nada . tá horrível..
-1,Não conecta nunca! Horrível
-1,"o App é muito bom pra se usar, porem o banco rouba demais, por isso sempre q cair dinheiro na minha conta já transfiro pra conta em outro banco. O Brasil ta cheio de corruptos.😕"
-1,"Eu e pelo visto o Brasil inteiro não gostou dessa atualização!!! Por favor, volte o app de antes. Está horrível assim."
-1,"Que senha é essa de 8 dígitos ? Ao invés de simplificar só complicam , minha senha é 6 dígitos não 8 continua uma merda esse aplicativo !!! ..."
-1,"Horrível, não tem a opção de mostrar o saldo em conta poupança, a opção transferência não nos da a possibilidade de fazer a tranferencia pra contra de outra pessoa. A atualização só trouxe problema na sua utilização. A versão anterior era perfeita!"
-1,Eu gosto muito deste aplicativo. é super util mas nao está gerando comprovantes. ja instalei e desinstalei e... nada. Muito ruim isso.
-1,"Erros, travamento, não estou gostando."
-1,"Banco do brasil é uma bosta, prefiro mil vezes o inter ou o sofisa, mas sou obrigada a usa-lo pra receber meu salario. Ainda por cima esse app ocupa mais espaco de memoria q o insta. Aff vai ser ruim assim na casa do carilho, pqp."
-1,"bem, vcs falam mal e dão 5 estrelas"
-1,"Tão ruim e pouco intuitivo quanto o site. O aplicativo anterior era ruim e achei que fosse o suficiente, mas, com esta atualização, o BB se superou."
-1,Até a presente data não tenho do que me queixar.
-1,"Atualização muito mal sucedida, pois o App ficou muito lento."
-1,"Depois que atualizou ficou horrível!!! Não funciona, não dá pra transferir nem pagar, resumindo só consigo ver o saldo de resto ficou inútil o App. ☹"
-1,Da muito erro... Muito lento.... Não dá pra vê o saldo da minha conta só extrato..
-1,"Já foi bom, hoje em dia da erro para abrir o tempo todo,as vezes abre mas não consegui mostrar meu saldo nem extrato nem nada, não me enviam mais mensagens de transferências, depósitos, compras etc... Tá difícil em, resolvam essas coisas pelo amor"
-1,"a nova atualização não ajudou em nada!! muito pelo contrário, só dificultou mais a acessibilidade."
-1,Essa mudança foi realmente um passo atrás. Agora vcs igualaram a Caixa em má qualidade de App. muito ruim memso. Para ver o extrato por exemplo ficou horrível. Lamentável BB
-1,"Ele é incompleto, varios erros demorra para baixar, e não tão seguro quanto eles dizem falta sinceridade nesse app."
-1,"Só que não se consegue transferir para uma conta que tenha no dígito uma letra, foi a a minha dificuldade. 2"
-1,"Pessimo aplicativo. Não consigo fazer movimentacoes do tipo transferência entre contas, pagamentos de boletos etc... Compareci na minha agência pra informar do problema, nem o gerente nem o funcionário conseguiu resolver o problema. Estou aguardando a mensagem de liberação na tela do aparelho a aproximadamente 30 dias. Pessimo app, propaganda enganosa, desrespeito ao cliente"
-1,"A versão web do BB é tão bugada (o maldito, travado, nao-funcional g-buster que nos enfiam goela abaixo) que acabo fazendo tudo pelo app. Tem melhorado a cada atualização mas ainda tem uns bugs. Como posso reportá-los?"
-1,Não gostei dessa nova atualização ficou péssima não consigo ver as coisas que no outro conseguia tranquilamente. Vcs deveriam voltar a versão anterior porque essa ficou horrível!!!!
-1,"Não consigo mais nem abrir minha conta no App, horrível isso!"
-1,Muito ruim... muito lento e difícil de achar o que precisa
-1,"Gostaria que tivesse como mudar o ícone do App, para torná-lo discreto e não chamar a atenção de ladrões"
-1,"Depois da última atualização o app ficou péssimo. A gente tenta fazer uma transferência 20 vezes e não consegue completar. Fica fechando sozinho durante as transações. Horrível! Pensei que era temporário, mas me enganei. Estou muito insatisfeita. Por gentileza, verifiquem isso o quanto antes."
-1,"ta muito ruim,da erro demais"
-1,"É um app bem prático, mas eu solicitei um cartão de credito , quando foi ontem chegou uma sms falando que tinha umas pendências do anilize , quando eu entro pra continuar da erro s500"
-1,Banco safado! Desconta e nem fala oq é
-1,toda hora fecha. demora pra abrir e fixa dando erro o tempo todo
-1,"Desculpa, mas esse aplicativo ficou péssimo, sugiro que forneçam o aplicativo anterior, pois tenho várias contas no BB, e não precisava sair de casa para realizar as operações bancárias. Infelizmente nessa noite o aplicativo foi atualizado sozinho, não consegui acessar nenhuma conta minha, toda hora dá erro !!! 😡😡😡"
-1,"Só não saco dinheiro, o resto faço tudo"
-1,"O app ficou muito ruim após a renovação de visual.... E conseguiram piorar ainda mais após a atualização do dia 04/04/2019, amarraram uma pedra no App, agora demora próximo de 2 minutos para fazer login no servidor. Espero que deixem o App fluido como era antes... Pois prefiro um app simples e rápido do que um cheio de frescuras gráficas sem usabilidade."
-1,"Ele era bom ,mas depois da atualização ñ Quero pegar mais. Tô muito chateada Porq ñ posso mais acessar a minha conta. Resolvam logo esse problema."
-1,não instala de jeito nenhum: muito chato
-1,Pena q é chato pra ativar a movimentação pelo app
-1,Não funciona App. Decepcionado.
-1,Não está aparecendo nenhuma informação da minha conta. Uma merda! Desinstalado!
-1,"Gente, o que é isso? está horrível! já instalei e desinstalei várias vezes e não resolve. Antes de desinstalar dizia que meu limite pra pagamentos era apenas 1.000,00, sendo que é bem mais que 5.000,00. Fui na agência e eles me disseram que estava tudo ok no sistema deles e que era pra eu desinstalar novamente, fiz isso e instalei novamente, agora nem consigo mais entrar, dá erro de IP toda vez. O celular do meu irmão tá do mesmo jeito. Por favor, consertem isso!"
-1,O aplicativo deu um erro. Não consigo abrir minha conta pelo celular. PÉSSIMO!!!
-1,Nao consigo cadastrar affffffff to cm um odio desse banco ...
-1,"Depois da atualização não consegui mais fazer nada, odiei...."
-1,"Tá horrível,não consigo mais entrar na minha conta e demora um tempão pra dar erro."
-1,Muito ruim. Não consigo fazer nada por ele. Não é intuitivo.
-1,Ta uma bosta nao abre nem com macumba
-1,Essa desgraça não funciona direito está carregando e fica saindo do app toda hora
-1,"Seguradora do Banco é horrível,"
-1,Deleta e cria outro pq esse é uma bosta mesmo 100% lixo
-1,Queria muito acessar minha conta mais nao da certo odiei
-1,"Tá doido! Acessa outras contas, menos a minha. Fiquei com medo agora."
-1,Quero abrir conta e não consigo . Que app ruim.
-1,Estava achando que estava com mal de Alzimer mas depois de ler tantas reclamaçoes do APP novo fiquei feliz pois nao fui a unica a achar dificil e muito diferente do antigo que avaliava como o melhor AP de Banco.Mudem por favor.
-1,"Estou insatisfeita pois os valores não dá pra ver, fica cortado."
-1,"Customização e busca ruins, notificações que não perdem o status de não-lidas nem depois da segunda leitura, itens indesejados (ex. Minhas Finanças) que não podem ser desabilitados, transações essenciais (ex. pagamento IPVA) não disponíveis... Está melhor do que era, mas ainda longe do ideal!"
-1,"Facilita o dia a dia, mas tem dado erro TODA vez que vai abrir o aplicativo. Isso já faz tempo! Tem que corrigir!"
-1,O ruim é que não se pode fazer a mais simples transação sem que eles autorizem.
-1,App não tem nada que facilite as transações e o atendimento para conseguir acessar a conta é horrível!
-1,Deveria ter comunicação rápida de perda ou roubo. Em pleno século 21 ainda tenho que ligar pra central... mto mais o atendimento virtual nubank.
-1,Tem de confirmar tudo no banco. Muito ruim deveriam acabar com este App e parar de mentir para as pessoas. Só pra olhar saldo e fazer pequenas transações. Mata de raiva. Não presta. Atualizei e agora tá travando e fechando. Continua péssimo. Se fosse privado funcionária mas como é banco publico também. ....
-1,"Facilita muito pra mim, não preciso ir no banco toda vez que eu quero resolver algo."
-1,Muito bom e util aplicativo! Só não consigo fazer pagamentos com código de barra??? Não tem funcionado. Não sei ainda o que se passa. Se alguém tb tiver essa dificuldade e conseguiu solucionar de a dica! Grata!
-1,"Apesar de ter várias funções APP trava o tempo todo e ainda faltam muitas coisa que só tem no internetbank, mas, quem é cliente BB não tem muita escolha a não ser buscar outro banco, um digital por exemplo."
-1,"Muito complicado mexer, não consigo fazer transferência nem pagar minhas contas. Tenho conta no Itaú e é tão fácil de mexer esse é muito difícil. Fui até o caixa fiz desbloqueio do celular mas não consigo do mesmo jeito. O q devo fazer?"
-1,BB Code não funciona. Imagem distorcida. Ruim como tudo no BB
-1,antes era muito bom agora não abre a minha de jeito nenhum ta muito ruim por favor consertem isso
-1,O ruim é que só funciona com conta corrente
-1,"Quando ocorre erro na transação, não deixa claro o motivo. Isso irrita muito."
-1,Estou tentando abrir uma conta por ele e toda vez que escolho a agência aparece: erro s503. Nem desinstalando o app e reinstalando de novo faz ele terminar o cadastro. Aí a gente vai no banco pra abrir a conta e eles falam pra gente tentar pelo app! Que droga hein?
-1,"Baixei o aplicativo pensando que poderia fazer o tal empréstimo que passa na TV ,acabei foi fazendo uma bela de uma conta corrente e nada de opção de empréstimo no aplicativo. Sei nem que nota dar a isso, não sei se erro do aplicativo ou propaganda enganosa ."
-1,Nao vai muito ruim
-1,pior app do mundo sempre da erro enfim não instalem esse lixo
-1,O BB code é ruim demais
-1,"Péssimo! Atualização obrigatória cheia de problemas justo quando precisamos pagar contas. Banco ruim, aplicativo pior! Privatiza essa m... !"
-1,"péssimo propaganda enganosa nos comerciais da tv , não consigo abrir a conta , digitei todos os dados ,em fim aparece a mensagem ops problema nos dados aaaaa para né ."
-1,"uma bosta, leitor de codigo de barra nao lê, mesmo o cell tendo 21mpx, digitar o codigo tbm nao funciona, fica com valores absurdos desordenados, pena q a empresa so usa esse banco"
-1,"Apesar das atualizações periódicas, sempre opto pelo login com leitura de digital (SENSOR BIOMÉTRICO) e essa carniça não funciona 😡 O que neste maldito país, sendo do funcionalismo público funciona corretamente ou tem qualidade em níveis minimamente aceitáveis? #NÃO TROCO MEU BRADESCO POR ESSA 💩. SOU CORRENTISTA PORQUE SOU OBRIGADO A RECEBER MEU SALÁRIO POR ESSA INSTITUIÇÃO LIXO, MAS COMO FIZ PORTABILIDADE - RECOMENDO A TODOS QUE FAÇA - NEM PISO NA AGÊNCIA👌"
-1,"Não funciona, dá erro e não abre. Odiei, tudo do bb dá problemas!!"
-1,Gente pelo o amor de Deus que aplicativo horroroso é esse???? Não entra e quando entra aperto no saldo e volta pra tela inicial... Odiei mesmo e me estressei
-1,horrivel nao consigo resolver o que eu preciso
-1,"Muito, ruim não emiti senha de maneira nenhuma"
-1,Muito insatisfeita com o aplicativo
-1,Ficou uma droga não consigo ver saldo só da erro
-1,"Péssimo, nada funciona como deveria, não recomendo a ninguém"
-1,"horrível. Não abre nenhuma função, fica parando de funcionar toda hora."
-1,Horrível de usar
-1,"Estava tudo bem ate eu atualizar o app , mais depois q eu atualizei nao abre mais pois esta pessimo horrivel"
-1,"Tenho um moto G5 e esse app tá sempre ruim, fecha do nada, demora demais pra realizar os comandos."
-1,Antes ele notificava qualquer movimentação pelo app agora mal chega uma mensagem de vez em Quando. além de travar sempre .
-1,"Ainda estou com dificuldades para aumentar meus limites de transações, acho que poderia ser feito pelo aplicativo, e se já tiver essa função poderia ser mais fácil o uso de todas as funções. Deveria poder pagar boleto com os números da linha digitável, pois ao que parece só paga lendo o código de barras!"
-1,Lento e trava muito horrivel se pudesse não usaria
-1,"O app fecha constantemente, muitos amigos tiveram dificuldades em abrir a conta fácil, sendo obriga a ir na agência, para poder aumentar o limite."
-1,"Uma bosta. . Só vive dando bug.. não consegui abrir uma conta tinha besta, horrível."
-1,"O app ficou horrível!! Agora que você tem que usar QR code para qualquer compra. Nunca aparece a imagem na tela. Irei desativar o cartão do banco do Brasil, isso sim."
-1,horrível um lixo
-1,Esta mais lento e difícil fazer operações.
-1,"A praticidade de resolver assuntos bancários pelo celular é excelente. Posso pagar, transferir, contratar serviços... Mas os bugs são muito chatos, o das notificações, a tela que fica preta no meio de uma transação e a demora para carregar as informações precisam ser corrigidos nas próximas atualizações."
-1,"Gostei muito, porem tive dificuldades no pagamento com o código de barra, fiz varias tentativas sem exito, mas o restante dos serviços estão de parabéns!"
-1,"O APP já não era tão bom e agora conseguiram piorar tudo, trava toda hora horrível péssimo inaceitável"
-1,Da muito erro não realiza nenhuma transação só serve pra ver o saldo já o do Bradesco da um show sigam o exemplo e melhorem o aplicativo pô.
-1,"Aplicativo depois das últimas atualizações constantemente dá erro na identificação da digital, trava e tem crashes, não identifica a conta, diz que não está registrada sendo que está registrada. Está terrível esse aplicativo. Terrível mesmo! Algo que deveria dar praticidade, ultimamente só dá dor de cabeça."
-1,Horrível simplesmente impossível de usar
-1,Não consigo mais ver minha conta desde ontem. Esta horrível.
-1,"Trava quando vou confirmar meu telefone para realizar transações pelo aplicativo, estou autorizada somente a consulta, já compareci na agência mas ninguém resolveu o problema. Decepcionada!"
-1,mto ruim; não estou conseguindo vê saldos diretos de poupança e conta corrente!
-1,E bom mais pode melhorar ainda mais da tem muitos erros
-1,nao conssigo entrar na minha conta por que diz que minha senha e incorreta .... primeira vez que vou testa o app e me decepciono!!
-1,"É bem funcional, possibilitando conseguirmos resolver sem ir na Agência! Mas, ainda carece de melhorar em mtas coisas, a saber: ->coerência das notificações, pois só falam o que não é tão necessário/urgente ao cliente (por exemplo, meu cartão chegou, passou o tempo e foi descartado, mas, nem fui avisado antes pra ir lá buscar); ->deixar pagar conta com o leitor óptico; ->solicitar fatura por e-mail; ->entre os erros S503 (rsrs)"
-1,"O aplicativo é bom. Mas só que a atualização é chata. Não da para mexer quase nenhuma transação sem antes atualizar. Com todo respeito os aplicativos que obriga a pessoa atualizar não é legal, porque as vezes a pessoa está sem espaço e tem de atualizar. Por favor vejam isso e se possível, tirem isso. Coloquem como opção e não obrigação. Obrigado."
-1,"App muito lento pra abrir, as vzs nem abre. Poderia atualizar ...muito ruim"
-1,Zequinha tomara que não me decepcione
-1,Quando chega na parte do numero do celular eu digitei Recibir a sms mas não passa disso porque acontece isso da pra mim ajuda pois ta dificio
-1,Horrível para abrir a conta
-1,"Vcs mudaram o aplicativo totalmente, que era 5 estrelas pra mim, agora as minhas despesas do meu cartão estão misturados com as do cartão do meu filho e não acho o local onde faça a divisão como era antes. Corrijam isso!! E eu nem tentei fazer nenhuma outra operação mas já vi que dá muito erro. Vou ter que voltar a frequentar a agência pelo visto. Também achei que ficou muito feio e poluído. O pior de tudo é que ficou lerdo, dá erro e trava não só o aplicativo, mas a celular todo. Odiei demais!"
-1,"Agendamento pelo aplicativo sem perda de tempo, o que já era bom ficou ainda melhor! Parabéns BB"
-1,"Dá muito erro esse aplicativo, deveria ter função para bloqueio dos cartões tanto de crédito quanto débito."
-1,"Muito ruim, não recomendo!!!!!!"
-1,"Péssimo O app da erro o tempo td, sai sozinho, atrasando o cel, melhorem pois vcs podem fazer dar certo."
-1,ta horrivel nao consigo entrar depois q atualizei🙄🙄🙄
-1,"Após a atualização, ficou horrível o funcionamento!"
-1,Não salva dados Muito ruim ter que ficar digitando os dados a toda hora.que vou acessar ao mínimo colocar apenas a senha depois do primeiro acesso como antes ver se fazem isto já que todo mundo pede...
-1,Horrível tanto quanto as agências
-1,"(Ótimo, filas de banco nunca mais....)Essa era minha opinião até a atualização do App, agora não consigo mais pagar nada nesse leitor de código de barras, só dá MSG de erro. Afinal o que mudou na linha digitável? algum padrão novo ? por favor Srs. desenvolvedores verifiquem isso, por que senão mudo minha conta de Banco, pois vcs cobram taxa de serviços que não uso, afinal até agora realizava todas transações por App, que infelizmente Vcs pioraram com esta atualização... Uma estrela pra postar😤"
-1,Não consegui de forma alguma fazer funcionar. Foi uma decepção. Pedi ajuda na agência e nada. O jeito foi desinstalar.
-1,Foi retirada a parte de relacionamento do aplicativo que faz muita falta. Há muitas queixas em relação a isso.
-1,ficou muito ruim essa nova versao. hj ja é dia 23 e neu extrato só vai ate dia 18! antes n acontecia isso.
-1,"Depois da última atualização ficou muito ruim, demora a carregar qualquer coisa."
-1,Depois dessa atualização não consigo ver extrato da poupança... Uma merda
-1,"Excelente, só estou tendo dificuldades com o PJ."
-1,Horrível! Toda hora dá o erro S500. Liguei para 40040001 fiquei 30minutos e nao resolveram o problema.
-1,"Horrível,se piorar estraga"
-1,"O app bloqueia todas as minhas ações. Não consigo pagar, tranferir, agendar... nada!! Sempre alega erro!"
-1,muito ruim essa versão ! piorou 😠😠
-1,Terrível Não funciona nada direito tudo da erro.
-1,"Demora Fica carregando por muitos minutos e nada de entrar na conta, isso eh constantemente. Um saco!"
-1,"Com a última versão o app ficou mais interativo. Mas ao realizar pagamentos o valor da fatura paga não desconta do saldo, o que acontecia antes. Assim acompanhar o saldo real fica difícil."
-1,"Péssimo App não consigo acessar nada, está sempre com erro"
-1,"Estava funcionando tudo otimamente. Porém ultimamente estavum lixo, fica na menssgem aguarde e não progride nenhuma operação. tudo tem que ir no caixa eletrônico. Desinstalando. Um saco."
-1,"eu não consigo fazer nada, quando vou digitar a senha de 6 dígitos da erro g999-837 .já liguei no suporte técnico e nada de soluções lixo lixo"
