categoria,review
1,"Muito bom. Facilidade e economia do tempo, prático e seguro"
1,Muito bom.. Ajuda muito..
1,Utilizo sempre e indico. Depois que comecei a utilizar abandonei o terror das filas 👏👏
1,Perfeito... Fácil e prático. O melhor aplicativo de banco.
1,Esse é pra todos mesmo.... Bom demais... Melhor Banco. Só o luxo
1,"Muito prático, excelente.."
1,"muito bom, muito bom!"
1,"Super indico, muito bom mesmo"
1,"Muito bom este aplicativo, muito prático, Ótimo."
1,"Excelente App, tem tudo a mão."
1,Prático e objetivo. Economizo tempo com ele.
1,"O app é ótimo, gostei, recomendo"
1,"ficou mais fácil e prático, resolver pag"
1,"Muito otimo, bastante útil."
1,Funciona perfeitamente para o que eu preciso! Muito bom
1,E um bom App; Mais depois das atualizações esta travando muito.
1,"Simplesmente ótimo e super prático, melhorou minha vida."
1,Excelente aplicativo! Facilita muito a minha vida.
1,Muito bom! Padrão BB!
1,"Tudo que uso é perfeito, adorei este aplicativo"
1,Resolvo tudo por ele. Muito bom o app. Simples e objetivo.
1,App super pratico e que resolve nossas vidas em um clique.
1,Perfeito gostei da mudança parabéns
1,Muito bom...me ajuda muito no dia a dia
1,"Muito útil , gostei muito , recomendo."
1,app perfeito para o dia a dia
1,"Excelente. Funcional, intuitivo e bastante prático."
1,Prático e eficiente 10
1,Muito prático! Super recomendo
1,"Tenho o meu a pouco tempo, até agora me foi muito útil. Estou amando e recomendo!"
1,"muito bom, e muito eficiente."
1,"Muito bom , mas pode melhorar"
1,Sempre cuidar ao maximo da segurança
1,Até o momento satisfeita com o aplicativo
1,Muito bom e útil pro dia dia.
1,Muito bom.. Precisa que melhore os fazeres por ele sem precisar ir na agência
1,"Rápido,prático e objetivo! Excelente!"
1,"Ótimo app, parabéns ao BB"
1,Simples e prático atende perfeitamente as minhas necessidades e me poupa bastante tempo... 👏👏
1,"Gostei até então,corresponde minhas necessidades e um bom aplicativo! só de não precisar ir até agências e ficar em filas! Achei ótimo!"
1,Aplicativo prático e rápido
1,APP muito bom!! Prático.
1,Eita bicho bom esse app
1,"Muito bom e prático. Transferência simples, recarga de crédito nos celulares. Super funcional"
1,"No meu smartphone Motorola 4 plus ficou excelente, e muito rápido."
1,Muito confiável e pratico
1,Muito bom facilita bem
1,Após a última atualização vem apresentando problemas de conexão. Antes da atualização era muito bom. Favor corrijam o problema.
1,"Muito útil, prático e traz comodidade!"
1,Muito bom o layout. Acesso prático.
1,"É muito bom , me ajuda bastante , e bem leve"
1,"Excelente App, resolvo tudo por ele sem a necessidade de ir ao banco!"
1,"Melhor aplicativo de movimentação de conta q ja usei, indico para qualquer pessoa. Muito bom mesmo bbb estão de parabéns."
1,"Muito bom, eu recomendo!"
1,Super prático. Recomendo!
1,Adorei o menu sobre finanças. Muito prático para acompanhamento dos gastos
1,Muito bom e rápido pra fazer o que a gente precisa
1,Muito bom... Atendi todas as minhas necessidades
1,Esse aplicativo tem facilitado muito..recomendo!! Adorei.
1,Muito bom Prático e seguro.
1,muito bom mesmo o app
1,Super prático e rapido
1,Prático. Resolve minha vida
1,"Funciona muito bem, perfeito!"
1,"Adorei, muita praticidade."
1,Ainda não atualizei por enquanto muito bom
1,Fácil manuseio e muito prático!!!
1,"Muito bom esse,aplicativos"
1,Otimo app simples e facil de abrir uma conta parabens aos criadores desse app nota 10
1,muito bom conseguimo fazer muitas coisas com ele
1,Excelente aplicativo é muito útil.
1,Muito mais agilidade na vida...
1,Muito bom! Facilita bastante tendo tudo na palma da mão!
1,Muito bom. Bem pratico.
1,Aplicativo muito bom gostei 👍
1,"Muito bom, interface lisa e fácil de utilizar."
1,Muito bom este app para quem gosta de agilidade
1,Muito eficiente e ajustável às necessidades
1,E muito bom facilitou a minha vida
1,Quem inventou está de parabéns!! Melhor coisa do mundo! Facilitou minha vida!
1,Otimo aplicativo recomendo... Evitando os transtorno e esperas do dia-a-dia...
1,"Muito bom este aplicativo, tudo bem fácil e rápido!"
1,Muito prático. Fantástico
1,Muito bom facilitou muito pra min...
1,Muito bom uso bastante no meu dia-a-dia
1,Super claro é prático!
1,"Aplicativo muito intuitivo, excelente!"
1,"App muito bom, mas sempre pode melhorar!!!"
1,"Excelente o APP. Muito rápido, leve e eficiente"
1,"Ter o aplicativo BB é prático, rápido e muito comodo ."
1,Super prático e eficiente... Muito bom estão de parabéns
1,"Muito bom! Gostei!, muito e funcional."
1,Me atende perfeitamente!!!
1,Muito bom msm.o App de banco mais fácil de se usar
1,Quando tá bom resolvem fazem atualização bomba igual no pc É estraga tudo .
1,Muito bom obrigado show ^^
1,"Muito bom, mas ainda precisa de ajustes."
1,"Muito prático, vale apena!!"
1,"Bem leve, muito bom"
1,"Funcional, prático, rápido e seguro."
1,"Muito bom, recomendo a todos que precisa de um banco com facilidade!"
1,Gostei muito...ajuda bastante
1,"Ótimo ,Ótimo ,Ótimo ,Muito bom!!!"
1,Start Up muito bom!!!
1,"Gostei, prático..."
1,Muito prático e confiável qualidade de navegação. Recomendo a todos Já usei em celulares Asus e Samsung sempre com a mesma qualidade.
1,"É muito fácil de usar, funciona bem, prático e rápido. Tudo o que eu preciso de um banco na palma da mão."
1,Muito prático . Otimo
1,É superior prático e acesso rápido. Amei
1,Muito bom rápido e tira todas as dúvidas
1,Muito bom tive algum contratempo para abrir a conta mas graças a Deus deu tudo certo parabéns por esse trabalho de vocês e por essa facilidade um aplicativo que eu recomendo
1,excelente isso facilitou muito minha vida faço todas as transações bancárias em augusn clicks sem sai de casa parabéns banco do Brasil 👏👏
1,"Muito bom,da pra fazer transferência,pagamento e etc... Excelente vezes excelente!!"
1,Muito BOM este app
1,muito bom e prático e evita as idas ao banco
1,"Aplicativo muito bom,superou as expectativas..."
1,Muito bom e pratico ...
1,"Muito bom, tem atendido minhas necessidade no dia a dia."
1,"Muito funcional, ótimo!!!"
1,"Este APP é muito prático, não trava e ajuda muito, eu adoro ."
1,"Muito bom, Isso poupa muito tempo na minha vida."
1,Atende as necessidades. Evitando filas amei
1,Amei rápido e pratico
1,"Muita fácil, prático e ágil, facilita demais a vida."
1,Muito Bom realmente facilita muito
1,Fluido e intuitivo. Muito bom.
1,Muito bom. Rápido e prático. O que esperava do aplicativo.
1,Gostei muito do aplicativo ... Parabéns. .
1,"Muito bom,super prático e fácil de manusear."
1,Simples e muitíssimo prático
1,"Prático, eficiente e eficaz!"
1,Simplesmente perfeito pra mim!
1,Adoro me ajuda muito está de parabéns
1,"Amei, muito útil na minha vida, ganho tempo e qualidade de vida"
1,Muito bom mesmo e fantástico
1,Passou a ser uma excelente ferramenta para o meu uso diária.
1,Bom ajuda muito mais deveriam melhorar o reconhecimento pela digital.
1,"Ótimo, adoro ele é perfeito"
1,Aplicativo de excelente praticidade.
1,Um app que facilita sua vida em 100%!!! Muito bom.
1,Esse app é perfeito e prático!
1,Muito prático e rápido !!
1,Muito bom Adorei de verdade
1,Eu gosto do aplicativo bem prático
1,Quebra um grande galho muito bom. Parabéns
1,muito bom e muito fácil
1,Bom d+ ajuda muito
1,"Muito bom mesmo, utilizando a mais de um ano e até agora não deu problemas, pago minhas contas por ele, muito fácil ! Parabéns 👏👏👏👏"
1,O app e muito util! Tem facilitado muito a minha vida! Prático e eficiente!!!
1,Perfeito mta comodidade e facilidade
1,Aplicativo rápido e prático...
1,"Um dos aplicativos mais úteis, aliás excelente em todas as plataformas IOS, Android e Windows Phone. Só pelo aplicativo já vale a pena ser cliente do BB."
1,Muito eficiente.aplicativo perfeito.
1,Muito prático!! Maravilhoso!!
1,Se for bom dou mais 3 estrelas
1,Tá sendo muito bom pra mim
1,Muito bom. Funciona maravilhosamente
1,Ótimo aplicativo muito bom podem baixa e bem mas prático facilita bastante sua vida..
1,Rápido... Prático... Ótimo... Indico
1,"Muito bom, evita filas... kkk"
1,Eu adorei muito bom
1,"Muito bom, atende as minhas necessidades sem qualquer problema."
1,Atende todas as minhas necessidades perfeitamente!
1,Muito bom eu índico
1,Muito bom e prático. Facilita muito a vida do usuário!
1,Praticidade e agilidade!
1,"Muito fácil , adorei"
1,Muito prático e útil. Gostei bastante.
1,Facilita muito minha vida! Excelente!
1,app muito prático e fácil.
1,Muito bom. Facilita muitas coisas sem sair de casa.
1,"O BBrasil é o melhor banco, rápido, fácil e prático."
1,"Muito bom,agora ficou mais facil,nao preciso enfrentar as filas no banco."
1,Falta mto pra fika bõm
1,Muito bom. Eu uso senpre.
1,Acho muito prático....e facilita demais a vida de qm n tem tempo!
1,"App muito bom, tem me ajudado bastante."
1,"Muito bom, me atende perfeitamenta."
1,"Excelente! Prático, seguro, melhor app de bancos! Muito bom!"
1,"Uso o tempo inteiro, muito prático e fácil. Funciona perfeitamente no s4 mini."
1,Bom e prático. Atende as expectativas.
1,EXCELENTE MUITO BACANA MESMO
1,Achei muito bom muito prático mas tive um problema com uma das contas que abrir a senha está dando incorreta mas estou colocando ela certo tive problema com a conta da minha mãe que abre
1,Muito bom facilita muito . Parabéns
1,"Muito bom , facilitou a minha vida"
1,Tenho usado com bons resultados e estou satisfeito espero que haja melhoria continua para ficar ainfa melhor
1,Muito bom. Ficou nota 10.
1,Acho muito prático. Poderia melhorar em relação a conta salário
1,"Como não gosto de ir até a agência, o app e o caixa eletrônico são meus melhores amigos, a eficiência que não encontramos nos funcionários, é suprido pelo app que é excelente."
1,Muito útil e prático. Ótimo!
1,"Muito bom e rápido esse app, alem de ser gratuito."
1,Esse aplicativo e muito bom amei
1,"Muito prático, vale a pena ter no seu celular!"
1,Muito bom msm só falta o limite ser maior.é deposita cheque
1,"Muito prático, paga tudo por aki!!"
1,Parabens por ser moderno e pratico.
1,Excelente aplicativo. Tudo na mão. Muito prático.
1,"Ótimo aplicativo,AMO... facilita muito a vida, sem ter q ir ao banco passar nervoso desde a entrada até às imensas filas"
1,Está ótimo muito prático para entender.
1,Prático e rápido beleza
1,Muito bom... Atendi todas as minhas necessidades... Recomendo
1,Era muito bom. Depois dessa última atualização não abriu mais no meu celular.
1,"Nunca mais peguei fila no banco, recomendo!"
1,Gostei Otimo app recomendo
1,"Melhorou bastante. E a central de atendimento está de parabéns, resolvi pelo celular algo que não consegui na agência bancária, essa aliás, só serviu pra fazer a retirada do cartão mesmo."
1,"Perfeito, excelente e muito bem esclarecido."
1,É muito bom eu recomendo
1,MT bom uso todo dia é fácil e pratico
1,Programa show muito bom
1,Prático e rápido levo meu banco para qualquer lugar! Ajuda muito cheguei a fazer uma transação na fila do mercado e em segundos meu dinheiro tava na conta.
1,Muiiiito bom....e eficaz!
1,Super satisfeita! Nota (PA 10)
1,"muito bom mais que isso, é ótimo"
1,O aplicativo esta parabens
1,"Aplicativo muito bom , facilita muito a vida da gente ."
1,Adorei. Assim posso accessa e manegar meu conto de Europa. Uma maravilha. Tufo funciono perfeito ate agora.
1,Bem mais prático !
1,"Adorei o app,atendeu as minhas necessidades de forma satisfatória."
1,Otimo app facil e pratico no dia a dia
1,"Prático, objetivo, completo."
1,Muito satisfeito com o APP
1,"Muito bom , pratico em tudo. Recomendo"
1,"Excelente, muito eficaz"
1,Muito bom. recomendo esse aplicativo
1,excelente essa atualização! muito proveitosa mesmo.
1,"Muito bom, facilita muito a minha vida"
1,"Muito prático, facilita muito detalhes do dia dia que não precisa nem ir ao banco mais :)"
1,"ja utilizei outros apps de bancos, e este merece nota máxima!"
1,muito bom facilita muito nossa vida
1,Muito bom! Super prático pra resolver transações do dia a dia!
1,BB é muito bom para mim
1,"APP, simples, rápido e eficiente! Muito bom."
1,Funciona perfeitamente! É o meu banco móvel!
1,Muito bom o aplicativo. fácil de usar e ajuda muito nas transações financeiras. ótimo.
1,Ótimo e eficiente!
1,Muito bom mesmo ta de parabens
1,Melhorar a segurança sempre
1,Perfeito! Resolvo a maior parte dos meus compromissos por ele 😊
1,Muito muito bom esse aplicativo
1,Até o presente momento estou gostando! Achei prático para abertura de conta e sem burocracia.
1,"Um bom app, mas deixa a desejar em muitas transações"
1,"Parabéns pelo aplicativo... seguro, fácil, prático e com muitas funcionalidades."
1,Mais fácil de achar as opções e mais intuitivo.
1,"Achei muito bom por enquanto tá funcionando bem, obrigada"
1,"Muito bom aplicativo, fácil de utilizar e muito rápido."
1,"Muito bom, objetivo, valeu!"
1,Muito bom mas tem que melhorar
1,Gosto do aplicativo. É bem prático.
1,Ótimo muito prático..
1,Parabéns.... tem uma excelente funcionalidade!!!!
1,Muito bom e muito prático.Parabéns BB
1,"Perfeito, sempre em atualização para melhorias, rápido, simples e completo. Não tenho nenhuma crítica! Foi este app que me fez continuar e fazer do BB o meu banco."
1,Parabéns pelo app 👏👏
1,"Muito bom, fácil, rápido e resolutivo!"
1,"Rápido, prático, muito bom"
1,Muito bom! aplicativo resolve todos as minhas transações
1,"Gostei, bem agil e prático. Porém seria melhor especificar as novidades nas atualizações de forma mais clara e não apenas informar ""melhorias diversas"""
1,Nota 10 muito fácil de manusear.
1,"Gostei demais do aplicativo. Bastante prático, ágil e facilitou sobremaneira o acompanhamento da conta."
1,"Sempre acessei minha conta através do internet banking e agora com este app minha vida ficou ainda mais facilitada. Resolvo quase tudo através do app, q está mais leve, rápido e estável."
1,"Após a última atualização o aplicativo ficou muito melhor, a opção de logar com a digital ficou 100% parabéns aos desenvolvedores."
1,Show de bola muito bom mesmo
1,Ótimo app bom porque não preciso sair de casa pra ir no banco resolver meu problemas parabéns MELHOR banco do Brasil
1,Muito bom! Da p fazer td q preciso e ainda fico de olho nas minha finanças rsrsrs
1,"App muito bom! Útil, rápido, leve e moderno. Surpreendente"
1,"É muito eficaz, recomendo!"
1,Este aplicativo e mais q bom e maravilhoso
1,"Excelente! Leve, fácil e objetivo"
1,Achei muito bom pois já me realiza algumas nescessidades
1,Bom mão na roda
1,"App objetivo, e de fácil utilização. Parabéns aos desenvolvedores."
1,Ótimo! Show de bola! Parabéns! 👏👏👏👏👏
1,Maravilhoso mim ajudou bastante!!!😘😍
1,Pratico e fácil. Salva minha vida.
1,Aplicativo show de bola! Tem tudo e é muito prático! Vai no App! Vai de BB
1,"E dez, que bom e muito prático, Mais estou aprendendo ."
1,"Gostei muito, aplicativo bem prático e rápido."
1,"Útil, prático e o manuseio é fácil 👏"
1,Bem funcional e prático
1,Muito bom mais se melhorar a configuração ficará maravilhoso!.
1,"App excelente, tem tudo que preciso e com muita praticidade"
1,"Muito ,bom mesmo! '"
1,Tudo fica mais prático
1,"Muito obrigada por este aplicativo, evita pegar fila no Banco. Muito bom!"
1,"Simples e objetivo, excelente aplicativo"
1,"Comparando com aplicativo de outros bancos, posso dizer que para mim, o aplicativo do BB é ótimo! Atende a minha necessidade perfeitamente."
1,muito bom! excelente !
1,O melhor aplicativo de banco que já usei muito prático
1,"É excelente, gostei muito 😉"
1,Uso muito e sem problemas
1,"Adorei o aplicativo, recomendo a todos"
1,App muito bom ! Pode melhorar ainda mais !!!
1,Super prático de usar.
1,Gosto muito. Super prático.
1,"Rápido, prático e acessível."
1,estou muito satisfeito obrigado
1,Por enquanto está muito bom que continue assim
1,"Excelente, ágil e prático."
1,"Ficou muito bom. Parabéns ao BB, sempre melhorando!"
1,Gostei da praticidade. Atende até o momento as minhas necessidades
1,"Muito prático, simples e funcional. Também é bastante seguro."
1,"Muito bom., facilita muito a vida dá gente"
1,"Totalmente funcional,o melhor aplicativo, o bb está de parabéns"
1,Ótimo app funciona perfeitamente parabéns
1,Muito bom! Resolvo tudo pelo app
1,"Prático, e atende minhas necessidades sempre que necessito"
1,Muito bom!! Prático e extremamente útil
1,Excelente e muito seguro
1,"A primeira vista muito bom, prático"
1,"É ótimo, poupa meu tempo estou satisfeita."
1,Muito pratico!!! Gostei !!!
1,Consigo resolver tudo que preciso. vou muito pouco ao caixa eletronico parabéns
1,O app é MT bom gostei mt e recomendo
1,Excelente aplicativo. Resolvo tudo por ele.
1,"É um aplicativo muito bom, facilita muito a vida corrida de hoje em dia"
1,"Excelente, no meu j5 funciona muito bem"
1,"Muito útil Prático, rápido e fácil de usar. Gostei muito, principalmente do leitor de código de barras, só pago contas pelo App por essa praticidade"
1,Já usei vários apps de Banco e o do Brasil sem dúvida foi o melhor! Parabéns.
1,Otimo! Super recomendo
1,Muito bom. Melhor do que eu esperava ☺ excelente.
1,Fácil e rápido .muito bom....
1,Excelente app e é fácil de manipular pois é bastante intuitivo!
1,"Muito prático, seguro, confiável e facilita o meu dia a dia"
1,"Muito bom, prático e rápido. Utilizo a muito tempo!"
1,Muito bom o aplicativo. Parabéns
1,E muito bom de mas esse aplicativo toda vez que meu pagamento saí eu sei
1,Muito prático no dia a dia corrido q todos vivem
1,Ótimo app pra mim perfeito
1,Mto bom recomendo!
1,Muito bom. Veio para facilitar ainda mais a vida dos clientes. 👏👏👏👏
1,Muito bom com o aplicativo fica mais fácil de economizar o tempo
1,Muito bom app recomendo...
1,Excelente! Muito bom mesmo! Nota 1000.
1,Excelente aplicativo! Sempre funcionando normalmente.
1,"Não utilizei todas as funções do aplicativo para dar uma avaliação precisa, mas, até onde fui, foi super fácil, acessível e prático."
1,Extremamente prático e funcional
1,"Maravilhoso, muito bom, aplicativo."
1,muito bom esse aplicativo. ágil prático e seguro
1,Amei ótimo resolvo tudo por Aki
1,"Muito bom! Dá pra consultar tudo, prático e rápido"
1,"muito bom. prático ,não trava fácil acesso seguro.tem tudo o que se requer de um aplicativo financeiro.recomendo a todos que façam uso.estou satisfeito com esse produto de ótima qualidade e com Boa funcionalidade.parabens aos idealizadores."
1,"Muito útil, amei."
1,"Muito prático, gostei! !!"
1,Muito bom melhor app de banco
1,"Muito bom facilita muito, recomendo!!!"
1,Muito bom legal mesmo
1,Excelente. Resolvo muita coisa por este app.
1,Adorei ótimo para agilizar nossa vida
1,O atendimento presencial e telefônico poderiam ser tão eficiente e eficaz quanto o aplicativo!
1,Muito bom uso sempre!
1,"Simples, prático e moderno!!"
1,Excelente prático e seguro
1,excelente e totalmente prático!
1,"Aplicativo ótimo, resolve maioria das transações, além de rápido... Muito bom"
1,"Vive travando e me impossibilita fazer transações , tem q melhorar muito , não estou satisfeito!"
1,E um aplicativo muito bom mim ajudar muito
1,muito bom pratico e seguro
1,Excelente. Consigo acompanhar toda a movimentação de casa mesmo. Ótimo App.
1,"Ótimo app, é bem prático!"
1,Show de más
1,Mais prático para VC resolver seus problemas
1,"É muito bom, resolve as nossas necessidades bem rápido. Gostei muito."
1,gostei desse aplicativo é bem pratico
1,Muito bom...Gostei do App ajuda muito...
1,Maravilhoso bom de mais
1,"Alguns bugs, mas muito prático"
1,Ate agora ta me ajudando muito fácil e pratico!
1,Rápido prático e bem detalhado
1,"Prático, sucinto e eficiente..."
1,"muito bom, mas nao estou conseguindo salvar os comprovantes."
1,"Excelente, muito facil de mexer"
1,"Legal, parabéns pelo APP..."
1,excelente app prático e organizado
1,"Muito bom, sempre melhorando"
1,"Esse app tem me ajudado bastante simples, rápido e fácil. Estou satisfeita!!!"
1,App prático e super fácil de manusear!!
1,Muito bom! Facilitou muito minha vida.
1,Prático e rapido..!. otimo o melhor.!
1,App muito bom! Consigo resolver boa parte da minha vida sem precisar ir ao banco.
1,"Muito prático, resolve muita coisa sem precisar sair de casa"
1,Aplicativo muito simples de se mexer muito bom e pratico
1,É bom o aplicativo. Moderno e seguro.
1,Muito bom na medida do possível
1,Muito ótimo; está de parabéns 😊👍👍👍
1,É muito bom eu recomendo a todos
1,"Até o momento estou muito satisfeita com o app, esta me atendendo perfeitamente."
1,aplicativo muito prático e rápido.
1,Muito bom prático e funcional.
1,"Muito bom aplicativo. Rápido, nunca deu problema. Todas as transações são feitas com bastante agilidade e precisão."
1,muito rápido e prático ótimo.
1,"Aplicativo muito bom, prático, possibilitando maior controle das contas"
1,Muito bom este app recomendo
1,O aplicativo é fácil de usar e muito prático. Evita muitas idas ao banco! ;)
1,Nota mil bb tá de parabéns.
1,Eu muito bom e te app
1,Estou muito satisfeita com meu aplicativo 😉😉
1,Pelo menos no aplicativo o banco do Brasil tá de parabéns pq na agência sempre deixa a desejar
1,Muito bom. Vem facilitando em muitas coisas...
1,"Aplicativo ótimo , simples e prático !"
1,Facilita muito o dia a dia com todas transações pelo smart.. Parabéns!!
1,Ótimo APP e muito bom
1,Bom reserve as coisa da pra gasto bom excelente muito bom en todas as etapas
1,Esse App é ótimo.Está atendendo todas as minhas necessidades.parabéns
1,"Rápido, prático e sem bugs.."
1,Muito diferente do banco o aplicativo é excelente.
1,Parabéns pelo desempenhos
1,Muito bom. O melhor.
1,"É rápido e prático. Porém, não me surpreendeu tanto. Vou aguardar as melhorias."
1,Eu recomendo muito bom. Obrigado
1,"Funcionamento excelente: fácil, claro e prático. Irretocavel !"
1,"Ótimo: fácil, prático e leve."
1,Gostei muito! é muito prático.
1,"Muito bom, excelente, nunca mais precisei ir a uma agência! Resolvo tudo por aqui!"
1,Nunca me deixou na mão. Super prático.
1,"Muito bom, claro e prático."
1,Muito bom resolve muitos problemas
1,Muito prático pra quem tem pouco tempo. Funciona bem no meu celular.
1,"Muito bom o app, com o controle financeiro uniu o útil ao agradável"
1,"Muito bom, funciona tudo certinho"
1,Muito legal....!!!!
1,"Muito bom mesmo, resolve tudo."
1,"Muito bom o App, bem completo"
1,Muito bom me ajuda mesmo
1,Super satisfeito com o app do banco do Brasil
1,Amei rápido e prático
1,"Atendeu bem minhas expectativas, gostei!"
1,Excelente!!amei
1,Excelente! Resolve minha vida em minutos.
1,Sempre me ajuda muito!
1,Parabéns e obrigado me ajudou muito 😎👍
1,"Não consigo habilitar meu computador com o BB code, já tentei diversas vezes, por favor, resolvam isso, tirando esse problema ele é muito bom, darei mais estrelas quando este problema estiver resolvido."
1,Eu recomendo muito prático
1,"Melhorou muito a interface e a interatividade com o usuário!, a digital funciona perfeitamente! Gostei."
1,"Tirando algumas travas, excelente aplicativo, sempre uso para movimentação financeira."
1,bom.. poderia ser melhor
1,"O aplicativo é excelente! Muito funcional, atende as minhas necessidades satisfatoriamente."
1,Excelente esse app....amei 😍
1,Prático e com praticamente todas as funções do site
1,Nunca mais fui ao banco. Excelente aplicativo.
1,"Muito Útil , pratico E Super Ágil , olho extrato , fatura tudo sem precisar ir a uma agencia de auto atendimento."
1,"Prático e bastante útil, sempre da pra melhorar uma coisa ou outra, mas entre os de outros bancos, o do BB foi o que mais me adaptei."
1,Um app rápido e prático. !!
1,Pratico e ecomisa tempo
1,muito bom / prático / fácil
1,Ótimo e de confiança! Adorei.
1,"Atende bem as minhas necessidades, recomendo!"
1,"Ótimo aplicativo, super prático, seguro, fácil de usar e faz tudo o que eu preciso fazer no meu dia a dia."
1,Estava funcionando perfeito ate a ultima atualização
1,"Gostei , muito bom"
1,Muito bom. Cada atualização o deixa melhor.
1,Excelente no meu Moto Z2 Play
1,Simples e objetivo. Muito bom.
1,Satisfação por ter esse Banco do Brasil amo muito
1,Muito bom adorei !!!
1,Roger taxi satisfeito e até com a poliane minha gerente prática simples dedicada
1,Sempre foi útil quando precisei. Recomendo.
1,"Melhor é mais prático, impossível."
1,Muito boa a acessibilidade.
1,Gostei muito mesmo do aplicativo. Muito bom
1,"Excelente app! Facilita muito a vida e, na nova versão, a leitura dos códigos de barra ficou melhor."
1,Mesmo para quem não entende de internet ele ajuda muito parabéns
1,"Muito prático, resolve boa parte dos problemas do dia a dia."
1,Muito bom. Acho ótimo o app
1,"Esta muito bom, cumpre certinho as funções..."
1,Bom. Me atende muito bem.
1,Excelente aplicativo... Te livra de filas de Banco...
1,Ótimo! Muito Prático
1,Facilita muito muito bom mesmo
1,Muito prático. Legal!
1,"Muito bom, pratico."
1,Rápido e prático e muito bom
1,Muitoooo bom App pratico e rapido
1,Cumpre o que promete. Amei!!!
1,Muito bom a rápido
1,Excelente aplicativo facilita bem.
1,Aplicativo muito top. Muito útil e fácil de usar. Da pra resolver muita coisa sem precisar ir ao banco. Perfeito.
1,E muito prático gostei
1,"Muito pratico, ótimo."
1,Gostei e muito bom.estou 100% satisfeito
1,Recomendo muito bom o aplicativo..
1,muito legal alem de dar um limite bem favoralvel
1,um app excelente e necessário!
1,"Melhorou a interface, parece que ficou mais fácil a utilização das features. Muito bom!"
1,"Não tive boa experiência na agência, mas vocês me surpreenderam com esse aplicativo, tudo que precisei resolvi,troca de senha,desbloqueio de cartão e etc... estou impressionada! Parabéns!"
1,Pra mim tudo e fácil e rápido adoro simplicidade
1,É bom mas ainda pode ser melhor
1,"Adoro, prático e fácil!"
1,App muito prático. Gostei
1,Muito bom... Amo!
1,"Muito prático e eficiente, gostei."
1,"Prático, rápido e útil..."
1,Melhorou e muito...parabéns equipe de criação e manutenção... Isso facilita minha vida...
1,Muito bom! facilita muito o dia a dia.
1,"Eu amei faz tempo que tenho e nunca falhou, parabéns aos criadores."
1,Muito bom mesmo estão de parabéns
1,É uma mão na roda!! Muito bom
1,perfeito o melhor banco
1,Muito prático de usar no dia-a-dia
1,"Muito bom, facilitou minha vida!"
1,Excelente ferramenta para o dia a dia!
1,Rápido e prático. Essencial para clientes BB na versão Android.
1,"Muito ùtil, prático, excelente Parabéns pelo aplicativo."
1,"Excelente, cumpre bem suas funções."
1,Muito bom. Consigo realizar todas as minhas operações essenciais pelo aplicativo. Recomendo muito!
1,Muito bom me ajuda bastante
1,Muito bom. Facilita o tempo para a gente.
1,Um prático e eficiente
1,Bem leve e prático. Estou adorando.
1,Ajuda muito pra mim muito bom
1,Prático e trasnparente
1,Atende a tudo que preciso. Até pagar minhas contas. Parabéns aos desenvolvedores.
1,"Excelente ,muito bom...."
1,Excelente ferramenta prática e eficaz 100%
1,Parabéns muitos Parabéns a equipe excelente aplicativo.
1,Muito prático!!👏👏👏👏
1,Completo e muito prático!
1,Facilita a vida .. muito bom..
1,Aplicativo bem prático e versátil...
1,muito bom e eficiente.
1,"Prático, ajuda bastante, pois é fácil de usar e atende a todas as necessidades."
1,"Gostei muito, é prático! Eu posso acessar de onde quiser!"
1,"excelente, fácil e rápido para usar"
1,"Muito prático para o meu dia a dia, parabéns"
1,Mto bom esse esse app.
1,"Muito bom,praticidade,otimização."
1,"Muito bom, faço tudo por aqui"
1,"Achei muito bom, embora o limite de poder movimentar seja muito baixo, mais enfim um app dos melhores que tem."
1,Excelente! O Banco do Brasil está de parabéns pelo aplicativo. É um dos melhores que já baixei. Valeu Banco do Brasil!
1,"Facilita tudo, muito bom. Parabéns"
1,Ótimo muito bom. Prático fácil e seguro.
1,Acho bastante prático.
1,"Sem dúvidas melhor aplicativo do BB muito prático, ágil e ajuda bastante meu dia a dia."
1,""""" De fácil uso muito bom """""
1,pratico e muito bom
1,O aplicativo e muito bom recomendo
1,Estou amando. Facilitou muito a minha vida.
1,"Muito bom, app da hora"
1,Muito bom esse aplicativo recomendo
1,"Um excelente aplicativo , facilita muito a vida dos clientes do Banco do Brasil parabéns recomendo."
1,"Ótimo aplicativo, user friendly, atende perfeitamente bem no dia a dia."
1,O serviços que necessito funcionam perfeitamente.
1,A facilidade de fazer as coisas torna o aplicativo com uma excelente qualidade.
1,"Amei e muito legal, ajuda muito..."
1,Com a nova atualização ficou muito bom!!
1,"Excelente, 5 estrelas!"
1,Muito bom mesmo parabéns ao desenvolvedor
1,Ficou mais prático pagar contas.
1,Adorei... muito prático
1,"Excelente, facilita e muita minha vida!!"
1,Gostei está sendo prático para mim...
1,Muito bom o aplicativo. Diminuiu o meu tempo em filas de banco e loteria.
1,"A última atualização do App me ficou muito satisfeito até o momento, p parabéns aos desenvolvedores"
1,"Me ajuda bastante,e e muito prático"
1,"Muito bom, adorei poder por a digital"
1,Esse aplicativo e excelente!!!
1,Prático demais e Seguro!
1,Muito utilitário gostei muito
1,Muito bom Facilitou minha vida
1,Atende todas as minhas necessidades em qualquer lugar que eu esteja. Muito prático. Toda a minha família adotou e utilizam sempre o app.
1,Muito bom rápido e eficaz.
